"Age","Country","Edu","Title","CompSize","DSPeople","CompML","Compensation","YOE","RecPL","YOE_ML","DSCourse","PLNo","VisualNo","HardwareNo","CloudPlatformNo","DatabaseNo"
"22-24","Colombia","Master’s degree","Data Scientist","50-249 employees","10-14","We have well established ML methods (i.e., models in production for more than 2 years)","30,000-39,999","3-5 years","Javascript","2-3 years",1,2,3,1,0,1
"22-24","United States of America","Bachelor’s degree","Data Analyst","50-249 employees","10-14","We have well established ML methods (i.e., models in production for more than 2 years)","40,000-49,999","1-2 years","Python","1-2 years",2,2,2,1,0,0
"30-34","France","Doctoral degree","Data Scientist","50-249 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","70,000-79,999","3-5 years","Python","3-4 years",1,3,2,1,0,0
"55-59","Russia","I prefer not to answer","Business Analyst","0-49 employees","0","No (we do not use ML methods)","30,000-39,999","< 1 years","None","1-2 years",3,1,0,2,0,0
"50-54","United States of America","Master’s degree","Data Scientist","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","125,000-149,999","20+ years","SQL","3-4 years",5,3,3,1,2,2
"25-29","Brazil","Master’s degree","Data Scientist","50-249 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999","3-5 years","Python","2-3 years",3,2,1,1,1,1
"30-34","United States of America","Master’s degree","Data Scientist","250-999 employees","5-9","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999","5-10 years","Python","2-3 years",4,4,3,1,1,2
"35-39","Germany","Master’s degree","Product/Project Manager","1000-9,999 employees","3-4","We are exploring ML methods (and may one day put a model into production)","70,000-79,999","3-5 years","R","1-2 years",2,2,1,1,0,0
"25-29","Spain","Bachelor’s degree","Software Engineer","0-49 employees","0","We are exploring ML methods (and may one day put a model into production)","30,000-39,999","< 1 years","Python","< 1 years",3,2,3,1,0,0
"45-49","Turkey","Doctoral degree","Data Scientist","1000-9,999 employees","10-14","We recently started using ML methods (i.e., models in production for less than 2 years)","250,000-299,999","10-20 years","Python","4-5 years",4,3,3,1,1,5
"40-44","United States of America","Master’s degree","Software Engineer","0-49 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","125,000-149,999","20+ years","Python","2-3 years",0,4,1,2,2,3
"25-29","France","Master’s degree","Data Scientist","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","2,000-2,999","1-2 years","Python","2-3 years",4,3,3,2,0,0
"25-29","India","Bachelor’s degree","Business Analyst","0-49 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","$0-999","< 1 years","Other","< 1 years",1,7,4,1,0,1
"25-29","Germany","Bachelor’s degree","Data Scientist","> 10,000 employees","10-14","We are exploring ML methods (and may one day put a model into production)","50,000-59,999","5-10 years","Python","4-5 years",3,1,4,1,1,1
"25-29","Russia","Master’s degree","Software Engineer","0-49 employees","0","No (we do not use ML methods)","3,000-3,999","< 1 years","Python","< 1 years",3,4,3,1,0,0
"25-29","United States of America","Master’s degree","Data Scientist","1000-9,999 employees","3-4","We use ML methods for generating insights (but do not put working models into production)","90,000-99,999","1-2 years","Python","1-2 years",1,4,4,1,1,3
"35-39","United States of America","Doctoral degree","Data Scientist","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","250,000-299,999","10-20 years","Python","10-15 years",6,3,3,1,1,1
"30-34","Switzerland","Doctoral degree","Research Scientist","250-999 employees","20+","We use ML methods for generating insights (but do not put working models into production)","60,000-69,999","5-10 years","Python","4-5 years",2,2,3,2,0,0
"35-39","Norway","Master’s degree","Data Scientist","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999","3-5 years","Python","2-3 years",4,1,3,2,1,0
"25-29","Russia","Master’s degree","Data Scientist","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","30,000-39,999","3-5 years","Python","4-5 years",2,1,3,2,0,1
"35-39","United States of America","Doctoral degree","Data Scientist","0-49 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999","10-20 years","Python","1-2 years",2,2,1,1,0,0
"25-29","India","Master’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999","10-20 years","Python","5-10 years",7,1,4,2,1,4
"35-39","Other","I prefer not to answer","Data Scientist","0-49 employees","3-4","We use ML methods for generating insights (but do not put working models into production)","20,000-24,999","3-5 years","Python","1-2 years",1,2,1,1,0,0
"25-29","United States of America","Master’s degree","Data Analyst","250-999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","70,000-79,999","1-2 years","SQL","1-2 years",2,2,3,1,0,0
"30-34","United States of America","Master’s degree","Data Scientist","1000-9,999 employees","10-14","We recently started using ML methods (i.e., models in production for less than 2 years)","150,000-199,999","3-5 years","R","4-5 years",1,1,2,1,0,0
"25-29","India","Master’s degree","Software Engineer","50-249 employees","3-4","No (we do not use ML methods)","25,000-29,999","5-10 years","Python","< 1 years",1,1,0,1,0,0
"40-44","Brazil","Master’s degree","Other","250-999 employees","0","We are exploring ML methods (and may one day put a model into production)","15,000-19,999","3-5 years","Python","3-4 years",3,2,2,1,1,3
"22-24","Belarus","Master’s degree","Data Scientist","0-49 employees","5-9","We have well established ML methods (i.e., models in production for more than 2 years)","40,000-49,999","3-5 years","Python","2-3 years",2,4,3,2,0,0
"30-34","Brazil","Master’s degree","Data Engineer","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999","3-5 years","SQL","1-2 years",5,3,0,1,1,1
"22-24","India","Master’s degree","Data Analyst","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","20,000-24,999","3-5 years","Python","2-3 years",1,3,2,2,0,1
"35-39","Chile","Master’s degree","Other","0-49 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","20,000-24,999","5-10 years","SQL","1-2 years",3,2,1,2,3,5
"25-29","Ireland","Bachelor’s degree","Statistician","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","1-2 years","SQL","1-2 years",1,2,2,1,0,1
"35-39","Colombia","Professional degree","Software Engineer","0-49 employees","3-4","We are exploring ML methods (and may one day put a model into production)","4,000-4,999","3-5 years","Python","2-3 years",5,5,2,1,3,4
"60-69","United States of America","Doctoral degree","Research Scientist","0-49 employees","5-9","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999","5-10 years","Python","5-10 years",1,2,2,2,1,1
"50-54","Other","Master’s degree","Data Engineer","0-49 employees","1-2","We are exploring ML methods (and may one day put a model into production)","$0-999","3-5 years","Python","3-4 years",0,3,0,2,0,0
"40-44","Colombia","Professional degree","Software Engineer","50-249 employees","3-4","We are exploring ML methods (and may one day put a model into production)","15,000-19,999","< 1 years","Python","< 1 years",1,2,4,1,0,0
"30-34","Brazil","Master’s degree","Data Scientist","0-49 employees","1-2","No (we do not use ML methods)","100,000-124,999","5-10 years","Python","4-5 years",1,2,2,1,0,0
"25-29","Canada","Master’s degree","Software Engineer","50-249 employees","1-2","We are exploring ML methods (and may one day put a model into production)","70,000-79,999","1-2 years","C++","1-2 years",3,4,2,1,0,0
"35-39","United States of America","Master’s degree","Product/Project Manager","50-249 employees","5-9","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999","1-2 years","None","< 1 years",0,1,4,1,0,0
"35-39","Ukraine","Master’s degree","Data Analyst","0-49 employees","1-2","No (we do not use ML methods)","20,000-24,999","< 1 years","R","< 1 years",3,2,1,1,0,0
"45-49","Sweden","Master’s degree","Software Engineer","0-49 employees","0","We are exploring ML methods (and may one day put a model into production)","7,500-9,999","3-5 years","Python","4-5 years",2,5,1,2,1,2
"35-39","United States of America","Master’s degree","Data Scientist","50-249 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","250,000-299,999","3-5 years","Python","5-10 years",1,1,6,2,1,4
"25-29","United States of America","Master’s degree","Data Scientist","0-49 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999","3-5 years","Python","1-2 years",3,1,2,2,2,4
"30-34","Canada","Doctoral degree","Data Scientist","50-249 employees","3-4","We have well established ML methods (i.e., models in production for more than 2 years)","60,000-69,999","1-2 years","Python","3-4 years",3,3,2,2,1,0
"30-34","Russia","Master’s degree","Software Engineer","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999","1-2 years","Python","1-2 years",3,3,3,2,2,3
"40-44","Switzerland","Doctoral degree","Product/Project Manager","0-49 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999","10-20 years","Java","5-10 years",1,4,2,1,0,2
"30-34","Germany","Master’s degree","Data Analyst","50-249 employees","5-9","We are exploring ML methods (and may one day put a model into production)","70,000-79,999","3-5 years","Python","2-3 years",3,2,2,1,1,3
"22-24","Brazil","Bachelor’s degree","Data Scientist","> 10,000 employees","3-4","We use ML methods for generating insights (but do not put working models into production)","1,000-1,999","3-5 years","Python","1-2 years",1,1,3,2,2,2
"40-44","Peru","Master’s degree","Software Engineer","0-49 employees","1-2","We are exploring ML methods (and may one day put a model into production)","2,000-2,999","5-10 years","R","10-15 years",0,4,0,1,0,0
"30-34","Germany","Master’s degree","Other","0-49 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","70,000-79,999","5-10 years","R","5-10 years",3,3,2,2,0,0
